,credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
1492,0,all_other,0.1287,67.27,10.13459927,13.24,682,3330,4925,40.7,4,3,0,0
1493,1,home_improvement,0.0963,481.42,11.15625052,12.19,772,4080,8850,16.5,1,0,0,1
1494,0,debt_consolidation,0.1387,85.29,10.1266311,4.18,647,509.9583333,2634,38.2,4,0,0,0
1495,0,debt_consolidation,0.2011,260.53,10.30895266,10.44,667,540.0416667,6402,80,4,0,1,1
1496,0,debt_consolidation,0.1287,252.25,10.54323396,15.08,697,3276,19216,70.9,4,0,0,0
1497,0,all_other,0.1407,143.69,10.08580911,12.55,647,2220,0,0,9,0,0,1
1498,1,debt_consolidation,0.1062,455.84,10.69307155,22.39,722,5760.041667,17256,76,0,1,0,0
1499,0,all_other,0.2164,551.08,11.00209984,24.06,662,1800,16441,49.8,9,0,0,1
1500,1,debt_consolidation,0.16,527.36,11.03488966,7.88,687,2520,15896,83.2,1,0,0,1
1501,1,all_other,0.1134,98.7,10.53049493,7.72,677,1680,0,53,1,0,0,1
1502,1,debt_consolidation,0.1273,537.06,11.27720313,24.67,712,4380,46373,76.8,0,0,0,0
1503,1,credit_card,0.1217,266.37,11.15625052,10.2,672,3598.958333,26283,39.5,0,1,0,1
1504,0,debt_consolidation,0.1671,710.18,11.06663836,20.83,662,3269,11881,50.8,4,0,0,1
1505,0,all_other,0.0743,77.69,10.03451581,0.53,747,3630,416,10.4,5,0,0,1
1506,0,debt_consolidation,0.1284,251.3,9.952277717,16.17,702,2760,27216,58.5,0,0,0,0
1507,0,all_other,0.1379,511.14,12.68233167,9.98,722,9960.041667,13739,67.7,7,0,0,0
1508,0,all_other,0.1103,163.77,11.6351431,5,682,9899.958333,30461,37,4,0,0,0
1509,0,all_other,0.1537,174.24,10.95954023,18.99,677,1590.041667,8310,52.3,5,0,0,0
1510,1,debt_consolidation,0.1236,133.55,10.81977828,8.66,662,6839.041667,9380,44.1,1,0,1,1
1511,0,debt_consolidation,0.1292,269.25,11.07013225,12.07,667,3664,7661,67.7,5,0,1,0
1512,0,home_improvement,0.1804,202.57,10.71441777,25.84,647,1799,10147,89.8,0,0,0,1
1513,1,small_business,0.1158,594.25,11.15625052,16.78,727,3509.958333,30372,56.1,0,0,0,1
1514,0,debt_consolidation,0.1438,359.95,10.82774645,6.69,647,12150.04167,10155,35,1,2,0,0
1515,1,small_business,0.1462,517.2,11.58988651,11.56,667,4649.958333,13706,45.7,1,1,0,1
1516,0,educational,0.1754,43.11,9.169518377,8.38,612,659,546,47.6,0,1,0,0
1517,0,all_other,0.1122,164.23,11.01862914,14.48,692,2969,9442,51.3,15,0,0,1
1518,1,all_other,0.1496,124.73,10.08580911,4.75,662,2310.041667,2188,91.2,0,1,0,1
1519,0,debt_consolidation,0.1336,541.89,11.05089001,16.69,702,4709.958333,19516,68,6,0,0,1
1520,0,all_other,0.1183,132.54,10.71441777,1.57,727,10445.95833,49680,85.2,1,0,0,0
1521,1,all_other,0.1218,90.75,10.81977828,1.92,727,3209.958333,0,0,3,0,0,1
1522,0,major_purchase,0.1513,243.11,10.73630972,18.91,652,2729.958333,12634,76.6,0,0,0,0
1523,1,debt_consolidation,0.1336,711.22,11.35040654,10.74,687,6630.041667,29381,88.2,2,0,1,1
1524,1,debt_consolidation,0.1411,308.06,10.81985828,8.21,672,3449.958333,19696,86.8,1,0,0,1
1525,0,debt_consolidation,0.145,123.06,11.40756495,9.37,647,2850,20827,74.4,1,0,0,0
1526,1,all_other,0.1379,340.76,10.37361617,15.49,677,2339.958333,15968,47.8,3,0,0,1
1527,0,credit_card,0.133,406.07,10.70324447,20.14,677,5100,17940,64.5,6,0,0,1
1528,0,small_business,0.1722,305.77,11.00209984,8.84,642,720,5059,79,4,0,0,1
1529,1,small_business,0.1635,883.23,10.7864283,10.52,717,4262.041667,13160,64.9,0,1,0,1
1530,1,debt_consolidation,0.1114,519.94,11.2697195,9.5,762,7721,13405,23.7,3,0,0,1
1531,1,educational,0.1158,79.24,10.16585182,15.05,692,3450.958333,731,5.8,3,1,0,1
1532,1,debt_consolidation,0.1348,339.25,11.91839057,12.49,737,6570,39636,99,0,0,0,0
1533,1,credit_card,0.1505,312.23,10.89673933,23.8,682,3360,35379,89.4,0,0,0,1
1534,0,debt_consolidation,0.1284,336.18,10.84642022,21.64,712,3000.041667,10227,92.1,4,0,0,1
1535,0,all_other,0.16,175.79,10.66886237,13.12,682,810.0416667,2754,34.4,2,0,0,0
1536,0,credit_card,0.1254,150.63,10.91508846,10.89,662,5760,20578,29.7,11,0,0,0
1537,0,debt_consolidation,0.1426,411.67,11.40756495,16.4,712,5550.041667,8956,61.8,5,1,0,0
1538,1,all_other,0.1422,548.55,11.69524702,12.41,707,4440,33113,97.4,2,0,0,1
1539,0,credit_card,0.1533,139.31,11.36210258,20.12,652,2849,37318,75.4,1,0,0,0
1540,1,small_business,0.2011,623.4,11.45105006,5.36,667,4169.958333,5848,24.3,3,3,0,1
1541,0,debt_consolidation,0.1312,438.78,11.65442503,10.33,662,660,0,0,4,0,0,0
1542,0,all_other,0.1861,244.28,11.8313792,28.26,642,3809.958333,205016,88.3,3,0,0,0
1543,1,debt_consolidation,0.1385,613.87,10.90595598,13.59,692,4170.041667,19994,49.4,0,0,0,1
1544,1,debt_consolidation,0.1533,626.91,11.17043516,15.75,692,4080,24322,95,1,0,0,1
1545,0,all_other,0.1482,138.31,10.12647109,3.55,642,509.9583333,2387,88.4,3,0,0,0
1546,1,debt_consolidation,0.1608,387.17,11.31447453,19.96,662,6599.958333,19608,31.1,1,0,0,1
1547,1,debt_consolidation,0.1062,468.86,10.49127422,22.43,722,2790.041667,10899,84.5,0,0,0,1
1548,0,educational,0.164,126.4,10.30895266,29.6,677,1643,3043,58.5,1,0,0,1
1549,1,small_business,0.1311,269.96,10.46310334,1.65,742,2130.041667,1692,35.2,3,1,0,1
1550,1,all_other,0.1218,333,10.30895266,24.56,707,2430.041667,27735,41.6,3,0,0,1
1551,0,debt_consolidation,0.1324,202.86,10.6454249,25.14,717,5970.041667,19937,90.6,0,0,0,0
1552,1,small_business,0.1126,394.36,11.22524339,13.01,722,2971,12649,67.3,0,0,0,1
1553,0,all_other,0.1438,68.73,10.59663473,15.57,642,238.9583333,17312,86.6,0,0,0,0
1554,0,all_other,0.1312,168.76,9.729134165,5.36,652,299.9583333,2486,82.9,0,0,0,1
1555,0,home_improvement,0.1078,244.76,11.09741002,5.13,687,3119.041667,12123,21,5,0,0,1
1556,0,all_other,0.1064,35.83,9.547098282,4.2,687,3210,1032,9.5,4,0,0,0
1557,0,educational,0.0933,31.96,9.878169745,0.92,692,360,362,25.9,0,0,0,0
1558,1,debt_consolidation,0.1148,167.32,9.903487553,19.68,712,1835,7058,45.5,0,0,0,1
1559,0,debt_consolidation,0.1355,119.71,10.55841352,10.91,657,5040,3513,92.4,1,0,0,0
1560,1,small_business,0.1426,123.51,12.24047407,2.24,742,5190,105418,66.2,3,0,0,1
1561,0,small_business,0.1189,397.97,11.35040654,7.31,722,4380,29669,56.8,5,0,0,1
1562,1,debt_consolidation,0.1533,139.32,10.46310334,9.12,667,2820.041667,2653,49.1,1,0,0,1
1563,1,all_other,0.1078,70.17,9.308283446,19.15,692,2399.041667,1,0.2,2,0,1,1
1564,1,debt_consolidation,0.1355,343,10.2797298,15.82,667,3539.041667,18485,65.3,1,0,1,1
1565,1,all_other,0.0963,154.06,10.23981692,7.67,732,2190,6246,54.8,2,0,0,1
1566,0,home_improvement,0.1425,274.4,10.91508846,15.53,652,8699,19457,51.1,0,2,0,1
1567,0,debt_consolidation,0.1375,102.17,10.59663473,16.71,642,1799,9135,76.8,28,0,0,0
1568,0,all_other,0.1122,131.38,9.574983486,1.67,672,1289.958333,74,37,4,0,0,0
1569,0,all_other,0.1253,174.03,11.15625052,9.48,692,2790,4096,48.2,4,1,0,0
1570,1,home_improvement,0.1316,185.74,10.12262308,23.52,692,2850.041667,22479,86.8,2,0,0,1
1571,0,debt_consolidation,0.1488,276.86,10.4341158,16.91,647,3750.041667,13128,25.6,10,0,0,0
1572,1,debt_consolidation,0.1249,70.25,9.433483923,14.4,662,1469,458,91.6,1,0,0,1
1573,1,debt_consolidation,0.1426,240.15,10.37349118,13.35,682,1410,5999,27.6,1,0,0,1
1574,1,small_business,0.1916,183.69,10.858999,22.59,662,3300,22312,81.1,0,0,0,1
1575,0,educational,0.147,345.18,10.81977828,7.22,652,2820,10025,85,0,2,0,0
1576,1,debt_consolidation,0.1126,591.54,11.69524702,5.99,767,6689.958333,15371,41.7,4,0,0,1
1577,0,small_business,0.1501,346.71,10.34174248,23.34,667,2190,3283,63.1,7,0,0,0
1578,0,debt_consolidation,0.1671,371.96,10.66895539,22.55,642,1380,11967,84.9,2,0,0,1
1579,1,credit_card,0.1221,199.89,10.81134281,23.11,692,3540,22811,59.9,1,0,0,1
1580,1,small_business,0.0963,481.42,11.8493977,10.13,782,15089.95833,3991,9.5,1,0,0,1
1581,0,all_other,0.1166,90.9,10.46310334,10.15,677,899.9583333,2315,77.2,1,0,0,0
1582,1,debt_consolidation,0.0714,100.56,10.57131693,22.65,742,2730.041667,24455,52.9,2,0,0,1
1583,1,all_other,0.1218,83.25,10.69964248,22.41,687,4380,14589,34.9,1,0,0,1
1584,1,all_other,0.0894,190.63,11.56171563,10.42,727,4560.041667,10465,44,0,0,0,1
1585,0,all_other,0.1059,78.11,10.03240833,5.7,672,3150.041667,3613,103.2,1,1,0,0
1586,0,debt_consolidation,0.1324,101.43,10.59021417,13.92,657,3600,2131,96.9,0,0,0,0
1587,0,debt_consolidation,0.1438,227.66,10.71441777,15.63,642,2099.958333,5575,66.4,0,1,0,1
1588,0,all_other,0.1343,27.13,10.16585182,0,637,540.0416667,0,0,2,0,0,1
1589,1,small_business,0.1635,482.25,10.40426284,7.89,702,3510.041667,11209,66.7,1,0,0,1
1590,1,small_business,0.1146,121.95,11.23848862,22.97,697,4290,47039,89.5,0,0,0,1
1591,0,debt_consolidation,0.1551,261.87,11.22524339,27.2,677,3900.041667,14273,50.1,2,1,1,0
1592,0,all_other,0.1324,169.05,10.23995979,19.54,667,3960.041667,13542,56.4,5,1,0,1
1593,0,major_purchase,0.1531,69.64,10.30895266,2.56,702,2430.958333,128,2.8,8,0,0,0
1594,0,all_other,0.0945,96.03,9.210340372,3.6,707,510,814,10.7,1,0,0,0
1595,1,debt_consolidation,0.1197,249,11.13959835,21.63,692,5130,30245,40.8,2,0,0,1
1596,1,credit_card,0.0964,288.89,11.62625415,10.36,702,6119,27786,85.5,2,0,1,1
1597,0,debt_consolidation,0.1375,166.88,10.68051622,3.01,647,1260,1893,90.1,2,0,1,1
1598,0,home_improvement,0.1861,241.55,11.9511804,28.17,657,7380,28519,89.1,4,0,1,1
1599,0,all_other,0.1343,162.73,11.12726298,12.11,647,5489,8174,76.7,12,0,1,0
1600,0,home_improvement,0.1284,201.71,11.35040654,12.16,707,3600,24364,63.8,4,0,0,0
1601,0,small_business,0.1126,123.24,11.22524339,11.6,712,5550,10673,21.4,4,0,0,0
1602,0,debt_consolidation,0.1632,423.77,10.71441777,13.6,667,1679.958333,13740,89.8,4,0,0,1
1603,0,debt_consolidation,0.1565,209.92,10.858999,22.45,667,6150,6740,37.7,4,0,0,0
1604,0,credit_card,0.1039,48.68,8.9226583,4.96,687,600,1954,43.4,1,0,0,0
1605,0,debt_consolidation,0.1474,690.74,12.01609788,12.38,682,3990,16244,59.5,5,0,0,1
1606,0,debt_consolidation,0.1287,336.34,11.51288546,15.29,707,3060,6386,24.2,4,0,0,0
1607,0,all_other,0.1249,42.65,10.59663473,10,707,5790,0,51.5,8,0,0,1
1608,0,major_purchase,0.0976,385.86,11.22524339,0.4,727,900.0416667,2130,17.9,1,0,0,0
1609,0,credit_card,0.1545,191.88,11.51292546,22.46,647,9089,70533,79.4,6,0,0,0
1610,0,debt_consolidation,0.152,417.17,10.54534144,5.81,647,2489,7600,84.4,2,0,0,0
1611,0,credit_card,0.1407,61.58,9.229358378,5.06,637,750,2925,97.5,1,0,0,0
1612,0,small_business,0.1442,464.17,11.69524702,23.39,682,6719.958333,107404,54.5,4,0,0,1
1613,0,all_other,0.1474,518.06,11.22524339,15.49,677,2430,7151,45,4,0,0,0
1614,1,debt_consolidation,0.0963,346.62,10.46310334,8.85,732,3149.958333,10935,52.1,0,0,0,1
1615,1,debt_consolidation,0.1218,266.4,10.49127422,17.27,702,3990,7976,47.2,3,0,1,1
1616,1,debt_consolidation,0.1311,371.2,11.55214618,11.88,687,3630,9637,46.7,0,0,0,0
1617,0,all_other,0.1474,66.49,9.287301413,20.33,687,930.0416667,1909,14,2,0,0,0
1618,1,all_other,0.1062,130.24,9.392661929,14.1,702,8010,3361,21.1,1,0,0,0
1619,1,debt_consolidation,0.1008,193.83,10.77895629,9.3,707,6329.958333,4201,36.2,0,0,0,1
1620,1,home_improvement,0.1221,499.73,10.71441777,14.51,712,5699.958333,5786,48.6,3,0,1,1
1621,0,all_other,0.0863,113.87,10.43399815,0.71,717,599.9583333,372,7.4,0,0,0,0
1622,1,home_improvement,0.1379,340.76,10.49127422,12.3,732,8130.958333,6729,97.5,1,0,0,1
1623,0,debt_consolidation,0.1545,334.91,11.35040654,21.91,657,3839.041667,10665,94.4,3,0,0,0
1624,0,small_business,0.0933,178.94,11.46163217,0.13,702,210,327,21.8,1,0,0,0
1625,1,credit_card,0.1287,269.07,11.33857208,6.19,727,5142,685,85.6,0,0,0,1
1626,1,debt_consolidation,0.1261,201.04,10.30895266,19.92,672,1800,3211,78.3,2,0,0,1
1627,0,all_other,0.1357,169.85,10.6214249,18.53,712,4993.958333,2575,7.9,7,0,0,0
1628,0,debt_consolidation,0.1913,881.3,11.55166529,16.52,672,5485,19138,88.6,6,0,0,0
1629,1,all_other,0.0976,385.86,11.45952469,8.65,727,4650,19073,28.6,3,1,0,1
1630,1,all_other,0.1719,185.89,10.30895266,22.29,662,1554,1815,43.2,1,0,0,0
1631,1,debt_consolidation,0.0932,127.79,10.62132735,17.82,747,3990,24764,32,0,0,0,1
1632,0,major_purchase,0.1103,163.77,10.54534144,0.47,682,449.9583333,4254,33.2,5,0,0,0
1633,0,home_improvement,0.0945,128.04,11.02190247,6.31,722,4170.041667,7587,11.8,4,0,0,0
1634,0,debt_consolidation,0.1804,627.6,11.65268741,21.03,652,7140.041667,73941,63.5,2,0,0,0
1635,0,debt_consolidation,0.1347,101.77,11.00209984,17.68,692,4860.041667,198,3.1,4,2,0,0
1636,1,all_other,0.1221,299.84,10.46310334,23.17,697,4620,3723,39.4,0,0,1,1
1637,0,debt_consolidation,0.1071,97.81,10.20359214,18.89,697,3812,0,81.3,0,0,0,0
1638,0,debt_consolidation,0.0945,160.05,10.59663473,10.53,722,3240,17755,30.7,4,0,0,0
1639,0,credit_card,0.1442,326.64,10.95080655,15.07,672,4771,8333,52.7,5,0,1,1
1640,0,debt_consolidation,0.1665,229.73,11.15625052,21.02,642,2250,14157,60.2,1,0,0,0
1641,0,credit_card,0.1438,137.45,9.61580548,16.32,647,1049,4364,101.5,5,0,0,1
1642,1,home_improvement,0.1099,39.29,10.16585182,10.71,687,3210.041667,8797,41.9,1,0,0,0
1643,0,debt_consolidation,0.1576,294.33,10.83340541,21.24,647,2070.041667,13565,79.3,1,0,0,0
1644,0,small_business,0.1189,497.46,10.69648007,17.65,727,3150.041667,5665,26.6,4,0,0,1
1645,0,debt_consolidation,0.1418,95.95,10.81977828,8.5,642,3839.958333,4151,45.6,2,0,0,0
1646,1,credit_card,0.1008,129.22,9.61580548,8.08,707,1290,3946,35.9,0,0,0,1
1647,0,all_other,0.1407,51.32,9.341368634,22.95,642,329.9583333,1201,75.1,3,0,0,1
1648,1,debt_consolidation,0.1311,54,10.63364146,18.99,672,7680,6281,62.8,3,0,0,0
1649,0,home_improvement,0.1426,171.53,11.22251969,9.56,682,10889.95833,2470,39.2,6,0,1,0
1650,0,all_other,0.1531,121.86,11.15619338,17.52,682,1739.958333,1357,23,7,0,0,0
1651,1,debt_consolidation,0.1316,236.4,10.43399815,18.85,697,2641,566,8.2,3,2,0,1
1652,0,credit_card,0.1261,184.29,10.16585182,6.46,667,960.0416667,5153,65.2,1,0,0,0
1653,1,debt_consolidation,0.1821,181.3,10.71441777,11.39,662,5400,0,25.8,3,2,0,1
1654,0,debt_consolidation,0.1565,314.88,10.51856508,16.35,677,5699.958333,9771,36.3,6,0,0,1
1655,0,all_other,0.092,57.41,10.46310334,10.94,707,3419.041667,10008,84.8,6,0,0,1
1656,1,educational,0.1008,96.92,10.49127422,6.9,697,2339.958333,8349,43.5,0,0,0,1
1657,1,all_other,0.16,98.45,10.41619141,14.77,662,1319.958333,339,12.1,2,0,0,1
1658,0,credit_card,0.1438,274.9,10.98529272,23.86,677,7258.958333,14301,60.2,4,0,0,1
1659,1,debt_consolidation,0.1103,245.65,11.00209984,16.12,692,4469.958333,16382,52.3,1,1,0,1
1660,1,credit_card,0.1461,861.88,11.69524702,20.52,707,5580,78468,84.3,2,0,0,1
1661,1,small_business,0.1501,225.37,12.26904744,6.45,677,6240,56411,75.3,0,0,0,1
1662,0,home_improvement,0.1379,545.21,11.63558548,18.34,692,5460,10196,68,4,0,0,0
1663,0,small_business,0.1947,553.45,10.74073508,4.6,752,5069.958333,8808,21.2,9,0,0,0
1664,0,debt_consolidation,0.1322,253.51,10.70324447,22.52,702,4530.041667,7202,34.5,4,0,0,1
1665,1,all_other,0.1411,766.73,11.35035948,7.78,697,4829.958333,18067,60.6,0,0,0,1
1666,1,all_other,0.1284,201.71,10.35774282,5.83,742,11069.95833,7699,69.4,1,0,0,1
1667,1,debt_consolidation,0.1645,583.73,11.47210347,15.1,667,4620.041667,19257,92.6,1,0,0,1
1668,1,debt_consolidation,0.1411,329.46,10.71441777,22.48,682,2309.958333,13575,73.8,0,0,0,1
1669,1,major_purchase,0.1114,262.43,9.968338525,17.71,772,2160,954,14.7,4,0,0,1
1670,0,small_business,0.1565,524.8,11.28978191,17.27,737,5160.041667,8715,48.7,5,0,0,0
1671,0,all_other,0.08,338.43,11.55214618,16.13,792,8370,186072,17.9,0,0,0,0
1672,0,debt_consolidation,0.1324,57.48,10.17381999,11.72,652,2520,6962,31.2,2,1,0,0
1673,0,home_improvement,0.1531,87.04,10.32088123,22.81,672,1920.041667,5276,85.1,6,0,0,0
1674,1,credit_card,0.1385,341.04,11.8493977,7.25,697,3690,47134,50.7,3,0,0,1
1675,0,debt_consolidation,0.1357,679.37,10.30895266,9.44,712,5390.041667,3366,14,4,0,0,0
1676,0,home_improvement,0.1545,418.64,10.858999,9.74,647,4860.041667,13665,49.9,3,0,0,1
1677,1,credit_card,0.133,101.52,10.47005058,24.79,697,5569,21573,73.7,1,0,0,1
1678,0,all_other,0.1217,99.89,10.21200113,14.85,662,2820,0,0,31,0,1,0
1679,1,credit_card,0.1189,145.93,10.6454249,14.09,707,2745.958333,2759,14.6,2,0,0,1
1680,0,debt_consolidation,0.1545,69.78,10.79957558,17.85,642,4590,1690,4.3,1,2,0,0
1681,0,all_other,0.1166,247.9,11.1844214,21.22,702,3689.958333,87698,33.6,1,0,0,0
1682,0,credit_card,0.1829,849.38,11.22524339,8.54,657,9361.041667,0,0,2,0,0,0
1683,0,home_improvement,0.1253,40.16,11.60823564,5.05,707,6029.958333,15433,39.3,6,0,1,0
1684,1,small_business,0.1311,674.9,11.8493977,9.21,732,6060.041667,28651,92.4,0,1,0,1
1685,0,debt_consolidation,0.157,262.59,10.66895539,21.35,662,4260.041667,9659,84.7,4,0,0,0
1686,0,all_other,0.1496,86.62,11.35040654,11.21,667,2040.041667,11196,31.9,5,0,0,1
1687,1,debt_consolidation,0.1459,482.51,11.19821472,12.13,697,4560.041667,5879,70.8,0,0,1,0
1688,0,debt_consolidation,0.164,265.17,11.22021745,24.01,657,1589.958333,8772,52.5,4,0,0,0
1689,0,debt_consolidation,0.1861,535.95,11.007419,24.29,657,3180,28890,72,1,0,0,0
1690,0,all_other,0.1317,253.32,11.56171563,1.03,677,3660,3607,44,4,0,0,1
1691,0,debt_consolidation,0.1134,246.75,11.81303006,21.32,712,12450,76428,68.8,14,0,1,1
1692,0,debt_consolidation,0.1462,189.64,10.08580911,20.45,672,1350,4609,83.8,4,0,0,0
1693,1,major_purchase,0.1379,477.06,10.89673933,6.71,687,4800,16826,81.3,2,0,0,1
1694,1,debt_consolidation,0.1533,435.36,11.22524339,0.64,677,3810.041667,1161,23.7,0,0,0,0
1695,1,all_other,0.1292,252.42,10.81977828,17.54,667,5939.958333,23401,35.8,1,3,0,1
1696,0,all_other,0.0807,136.45,11.69524702,4,742,4080,0,22.1,6,0,0,0
1697,0,all_other,0.1843,290.96,11.51292546,24.55,672,4529.958333,34474,89.8,8,0,0,0
1698,0,all_other,0.1261,804.16,12.36307639,16.84,707,7320,220710,54.5,1,1,0,1
1699,1,debt_consolidation,0.1126,492.95,11.03495418,5.46,787,5820,17911,32.6,2,0,0,1
1700,0,all_other,0.1312,180.57,8.29404964,15,662,178.9583333,0,47.8,1,0,0,0
1701,0,all_other,0.0807,141.15,9.811372264,3.29,737,1200,0,0,1,0,0,0
1702,0,major_purchase,0.1438,247.41,10.87804719,15.65,647,2040.041667,11796,74.7,20,0,0,1
1703,0,credit_card,0.1028,81,9.298351249,7.14,692,3964,0,0,1,0,0,0
1704,1,home_improvement,0.1183,331.34,11.28978191,10.59,722,6422.041667,6490,4.9,3,0,0,1
1705,0,debt_consolidation,0.1411,136.92,10.81985828,9.96,677,3330,10046,77.3,4,0,0,0
1706,1,credit_card,0.1809,904.88,11.51292546,19.75,677,5520,73999,86.8,1,0,0,1
1707,1,small_business,0.1316,378.23,11.06350847,4.25,732,5219.958333,8897,19.1,3,0,0,1
1708,1,debt_consolidation,0.1385,545.67,11.65268741,14.01,687,7770,7915,38.4,2,0,0,0
1709,1,home_improvement,0.1114,492.06,11.39639165,3.76,757,13200,16001,38.6,0,0,0,1
1710,0,credit_card,0.1387,104.05,11.22524339,10.14,647,7260,17142,54.6,2,0,0,0
1711,0,credit_card,0.1286,235.39,10.20359214,26.62,792,6050.958333,8220,10.1,0,0,0,0
1712,0,debt_consolidation,0.1418,445.45,10.49127422,18.93,667,1298,17784,52,5,0,0,1
1713,0,credit_card,0.1474,538.78,11.15625052,24.89,672,6390.041667,67901,79.6,2,0,0,1
1714,0,all_other,0.1154,19.8,8.517193191,4.8,662,750.0416667,228,19,3,0,0,0
1715,0,major_purchase,0.1347,220.5,10.57131693,17.69,727,1199.958333,0,0,5,0,0,0
1716,0,debt_consolidation,0.1565,332.37,10.71441777,18.72,667,1800,7888,59.8,5,0,1,0
1717,0,all_other,0.0964,32.11,9.392661929,10,697,1050,0,48.7,2,0,0,0
1718,1,all_other,0.1287,134.54,9.798127037,13.8,692,3210,9794,75.9,0,0,0,1
1719,0,small_business,0.1078,815.87,11.36210258,0.75,717,3181.041667,2718,19.3,8,1,0,0
1720,0,debt_consolidation,0.1355,81.51,10.19913779,7.98,647,1889,182,60.7,6,0,0,0
1721,1,all_other,0.0894,127.09,11.08214255,12.24,742,11190.95833,8782,38.3,4,0,0,1
1722,1,debt_consolidation,0.1008,242.29,10.81977828,2.93,707,1740,8453,77.6,3,0,0,1
1723,0,home_improvement,0.1426,823.34,12.4292162,3.62,722,3239.958333,33575,83.9,5,0,0,1
1724,1,all_other,0.1189,59.7,10.10435114,22.28,687,6751.041667,2842,47.4,0,0,0,1
1725,1,debt_consolidation,0.1316,67.55,10.1266311,9.55,687,5249.958333,635,42.3,0,0,0,1
1726,0,credit_card,0.1418,68.54,11.28978191,14.85,647,5219.958333,21180,77.9,1,0,0,0
1727,0,major_purchase,0.1878,146.18,10.49127422,19.2,677,1290.041667,3014,55.8,9,0,0,0
1728,0,home_improvement,0.0859,158.06,11.51292546,19.08,737,8609.958333,134842,35,2,0,0,0
1729,0,credit_card,0.1533,362.22,11.12726298,24.78,682,3710,46338,55.5,5,0,0,0
1730,0,debt_consolidation,0.145,70.57,10.02127059,27.73,682,2880,1597,88.7,1,0,0,0
1731,1,credit_card,0.0907,95.5,11.06929109,3.03,727,6509.958333,4483,72.3,0,0,0,1
1732,0,credit_card,0.1513,85.09,10.08580911,28.15,697,1499.958333,4708,72.4,2,0,0,0
1733,0,debt_consolidation,0.1545,251.18,10.77895629,25.25,677,3479.041667,3336,90.2,3,0,0,0
1734,1,small_business,0.1461,344.76,11.00209984,14.32,742,11312,41063,61.3,4,0,0,1
1735,1,debt_consolidation,0.08,313.37,10.34817337,7.62,772,3510,944,19.7,2,0,0,1
1736,1,all_other,0.1033,325.85,10.81977828,16.15,727,5669.958333,1417,7.6,1,0,0,1
1737,1,credit_card,0.1357,509.53,11.30220443,0.81,752,4770,981,1.1,7,1,0,1
1738,1,all_other,0.1218,49.95,9.798127037,14.4,687,4619.958333,7994,62.9,0,0,0,1
1739,1,debt_consolidation,0.209,771.28,11.14186178,24.52,662,3660,16491,99.9,1,1,0,1
1740,0,all_other,0.0933,80.69,11.60823564,10,712,2819.958333,0,17.2,6,0,0,0
1741,0,all_other,0.164,353.55,12.3883942,12.37,652,5850.958333,188,37.6,1,5,0,0
1742,0,debt_consolidation,0.1411,136.92,11.09437512,16.63,687,3479.958333,6685,59.2,7,0,0,1
1743,0,debt_consolidation,0.1059,162.73,11.1519556,13.31,687,7950,5521,55.8,5,0,1,1
1744,0,small_business,0.1039,324.51,10.81977828,20.09,737,5039.041667,117814,49.4,0,0,0,0
1745,1,all_other,0.1229,168.44,11.03488966,8.25,667,1919.958333,29863,82.7,0,0,0,1
1746,1,all_other,0.1531,348.16,10.59663473,14.31,672,2789.958333,980,32.7,3,0,0,1
1747,0,debt_consolidation,0.1568,336.02,10.30895266,10.12,672,1920.041667,9611,40.6,5,0,0,1
1748,0,debt_consolidation,0.147,110.46,9.472704636,9.42,637,449,1670,55.6,1,0,0,0
1749,0,debt_consolidation,0.1461,189.62,10.73639668,4.02,722,2910,4200,23.3,8,0,0,0
1750,0,major_purchase,0.133,84.6,10.12502982,0.96,652,180.0416667,177,88.5,1,0,0,1
1751,0,home_improvement,0.128,100.8,10.77895629,5.2,647,1200.041667,11587,67,11,0,0,0
1752,1,debt_consolidation,0.1253,173.19,9.952277717,22.86,692,7290,8688,67.3,0,0,0,1
1753,0,all_other,0.1501,145.62,11.08214255,10.69,647,2969,3028,9.8,10,1,0,0
1754,1,small_business,0.1979,287.2,10.87804719,15.26,692,3509.958333,11835,98.6,1,0,0,1
1755,1,debt_consolidation,0.1348,542.79,10.81977828,21.07,697,2130.041667,11495,76.1,1,0,1,1
1756,0,debt_consolidation,0.1513,243.11,11.58988651,27.63,682,6690.041667,7384,43.4,9,0,0,1
1757,0,credit_card,0.1646,265.39,10.71441777,23.04,652,4169.041667,7091,89.8,0,1,0,0
1758,1,debt_consolidation,0.1083,653.17,11.08220409,8.2,742,4171,12418,66.2,1,0,0,1
1759,1,debt_consolidation,0.0788,350.34,10.1266311,19.15,737,6030.041667,10485,36.2,0,0,0,1
1760,1,debt_consolidation,0.1218,172.33,9.61580548,13.12,707,1530,6947,53.4,0,0,0,1
1761,0,all_other,0.1507,152.68,11.00209984,9.94,642,6690,5770,69.5,1,2,0,0
1762,1,debt_consolidation,0.1461,206.86,10.88482268,22.72,667,3390,22978,83.9,1,0,0,1
1763,0,debt_consolidation,0.1357,489.15,11.00209984,18.18,692,8670.958333,8927,51.9,4,0,1,0
1764,0,debt_consolidation,0.1722,286.1,10.49127422,23.47,657,4757,10130,45.6,2,1,0,0
